orig_strain	virus	subgenogroup	accession	seq-len	date	age	sex	host	genbank-host	country	region	moltype	strain	url	authors	title	date_added
SIN2748	Severe acute respiratory syndrome-related coronavirus		AY283797	29706	20XX-XX-XX					Singapore	southeast_asia	genomic RNA	SIN2748__AY283797	https://www.ncbi.nlm.nih.gov/nuccore/AY283797	Ruan,Y.J., Wei,C.L., Ee,A.L., Vega,V.B., Thoreau,H., Su,S.T., Chia,J.M., Ng,P., Chiu,K.P., Lim,L., Zhang,T., Peng,C.K., Lin,E.O., Lee,N.M., Yee,S.L., Ng,L.F., Chee,R.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Comparative full-length genome sequence analysis of 14 SARS coronavirus isolates and common mutations associated with putative origins of infection	2020-01-27
SIN2774	Severe acute respiratory syndrome-related coronavirus		AY283798	29711	20XX-XX-XX					Singapore	southeast_asia	genomic RNA	SIN2774__AY283798	https://www.ncbi.nlm.nih.gov/nuccore/AY283798	Ruan,Y.J., Wei,C.L., Ee,A.L., Vega,V.B., Thoreau,H., Su,S.T., Chia,J.M., Ng,P., Chiu,K.P., Lim,L., Zhang,T., Peng,C.K., Lin,E.O., Lee,N.M., Yee,S.L., Ng,L.F., Chee,R.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Comparative full-length genome sequence analysis of 14 SARS coronavirus isolates and common mutations associated with putative origins of infection	2020-01-27
Sin3408	Severe acute respiratory syndrome-related coronavirus		AY559083	29767	20XX-XX-XX					Singapore	southeast_asia	genomic RNA	Sin3408__AY559083	https://www.ncbi.nlm.nih.gov/nuccore/AY559083	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
Sin3408L	Severe acute respiratory syndrome-related coronavirus		AY559097	29715	20XX-XX-XX					Singapore	southeast_asia	genomic RNA	Sin3408L__AY559097	https://www.ncbi.nlm.nih.gov/nuccore/AY559097	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
Sin3725V	Severe acute respiratory syndrome-related coronavirus		AY559087	29716	20XX-XX-XX					Singapore	southeast_asia	genomic RNA	Sin3725V__AY559087	https://www.ncbi.nlm.nih.gov/nuccore/AY559087	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
Sin3765V	Severe acute respiratory syndrome-related coronavirus		AY559084	29722	20XX-XX-XX					Singapore	southeast_asia	genomic RNA	Sin3765V__AY559084	https://www.ncbi.nlm.nih.gov/nuccore/AY559084	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
Sin842	Severe acute respiratory syndrome-related coronavirus		AY559081	29716	2003-XX-XX			Human		Singapore	southeast_asia	genomic RNA	Sin842__AY559081	https://www.ncbi.nlm.nih.gov/nuccore/AY559081	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
Sin845	Severe acute respiratory syndrome-related coronavirus		AY559093	29712	20XX-XX-XX					Singapore	southeast_asia	genomic RNA	Sin845__AY559093	https://www.ncbi.nlm.nih.gov/nuccore/AY559093	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
Sin846	Severe acute respiratory syndrome-related coronavirus		AY559094	29577	2003-XX-XX			Human		Singapore	southeast_asia	genomic RNA	Sin846__AY559094	https://www.ncbi.nlm.nih.gov/nuccore/AY559094	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
Sin847	Severe acute respiratory syndrome-related coronavirus		AY559095	29719	20XX-XX-XX					Singapore	southeast_asia	genomic RNA	Sin847__AY559095	https://www.ncbi.nlm.nih.gov/nuccore/AY559095	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
Sin848	Severe acute respiratory syndrome-related coronavirus		AY559085	29713	2003-XX-XX			Human		Singapore	southeast_asia	genomic RNA	Sin848__AY559085	https://www.ncbi.nlm.nih.gov/nuccore/AY559085	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
Sin849	Severe acute respiratory syndrome-related coronavirus		AY559086	29661	2003-XX-XX			Human		Singapore	southeast_asia	genomic RNA	Sin849__AY559086	https://www.ncbi.nlm.nih.gov/nuccore/AY559086	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
Sin850	Severe acute respiratory syndrome-related coronavirus		AY559096	29720	2003-XX-XX			Human		Singapore	southeast_asia	genomic RNA	Sin850__AY559096	https://www.ncbi.nlm.nih.gov/nuccore/AY559096	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
Sin852	Severe acute respiratory syndrome-related coronavirus		AY559082	29670	2003-XX-XX			Human		Singapore	southeast_asia	genomic RNA	Sin852__AY559082	https://www.ncbi.nlm.nih.gov/nuccore/AY559082	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
Sino1-11	Severe acute respiratory syndrome-related coronavirus		AY485277	29741	20XX-XX-XX			Human				genomic RNA	Sino1-11__AY485277	https://www.ncbi.nlm.nih.gov/nuccore/AY485277	Zhang,J., Liu,Y., Hu,L., Gao,Q., Zhang,Z., Zhang,X., Chen,J., Gong,X., Song,L., Liu,Y., Li,J., Li,S., Huang,J., Ning,Y., Gao,H., Qin,C., Dong,X., Wei,J., Dong,G. and Yin,W.	Preparation and characterization of SARS in-house reference antiserum	2020-01-27
Sino3-11	Severe acute respiratory syndrome-related coronavirus		AY485278	29740	20XX-XX-XX			Human				genomic RNA	Sino3-11__AY485278	https://www.ncbi.nlm.nih.gov/nuccore/AY485278	Zhang,J., Liu,Y., Hu,L., Gao,Q., Zhang,Z., Zhang,X., Chen,J., Gong,X., Song,L., Liu,Y., Li,J., Li,S., Huang,J., Ning,Y., Gao,H., Qin,C., Dong,X., Wei,J., Dong,G. and Yin,W.	Preparation and characterization of SARS in-house reference antiserum	2020-01-27
SinP1	Severe acute respiratory syndrome-related coronavirus		AY559088	29714	20XX-XX-XX					Singapore	southeast_asia	genomic RNA	SinP1__AY559088	https://www.ncbi.nlm.nih.gov/nuccore/AY559088	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
SinP2	Severe acute respiratory syndrome-related coronavirus		AY559089	29717	20XX-XX-XX					Singapore	southeast_asia	genomic RNA	SinP2__AY559089	https://www.ncbi.nlm.nih.gov/nuccore/AY559089	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
SinP3	Severe acute respiratory syndrome-related coronavirus		AY559090	29725	20XX-XX-XX					Singapore	southeast_asia	genomic RNA	SinP3__AY559090	https://www.ncbi.nlm.nih.gov/nuccore/AY559090	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
SinP4	Severe acute respiratory syndrome-related coronavirus		AY559091	29710	20XX-XX-XX					Singapore	southeast_asia	genomic RNA	SinP4__AY559091	https://www.ncbi.nlm.nih.gov/nuccore/AY559091	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
SinP5	Severe acute respiratory syndrome-related coronavirus		AY559092	29713	20XX-XX-XX					Singapore	southeast_asia	genomic RNA	SinP5__AY559092	https://www.ncbi.nlm.nih.gov/nuccore/AY559092	Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M. and Liu,E.T.	Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003	2020-01-27
SoD	Severe acute respiratory syndrome-related coronavirus		AY461660	29715	20XX-XX-XX			Human		Russia	west_asia	genomic RNA	SoD__AY461660	https://www.ncbi.nlm.nih.gov/nuccore/AY461660	Onishchenko,G.G., Govorun,V.M., Sergienko,V.I., Akopian,T.A., Momynaliev,K.T., Vereshchagin,V.A., Lazarev,V.N., Karpov,V.A., Vasiliev,N.T., Markov,V.I., Merkulov,V.A., Maksimov,V.A., Melnikov,V.A. and Lopukhin,Y.M.	The complete genome of the SARS associated Coronavirus isolate SoD	2020-01-27
TJF	Severe acute respiratory syndrome-related coronavirus		AY654624	29745	20XX-XX-XX			Swine				genomic RNA	TJF__AY654624	https://www.ncbi.nlm.nih.gov/nuccore/AY654624	Chen,W., Yan,M., Yang,L., Ding,B., He,B., Wang,Y., Liu,X., Liu,C., Zhu,H., You,B., Huang,S., Zhang,J., Mu,F., Xiang,Z., Feng,X., Wen,J., Fang,J., Yu,J., Yang,H. and Wang,J.	SARS-associated coronavirus transmitted from human to pig	2020-01-27
TW1	Severe acute respiratory syndrome-related coronavirus		AY291451	29729	2003-XX-XX			Human		Taiwan	china	genomic RNA	TW1__AY291451	https://www.ncbi.nlm.nih.gov/nuccore/AY291451	Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S. and Chen,P.J.	Characterization of severe acute respiratory syndrome coronavirus genomes in Taiwan: molecular epidemiology and genome evolution	2020-01-27
TW10	Severe acute respiratory syndrome-related coronavirus		AY502923	29729	2003-XX-XX			Human		Taiwan	china	genomic RNA	TW10__AY502923	https://www.ncbi.nlm.nih.gov/nuccore/AY502923	Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S. and Chen,P.J.	Characterization of severe acute respiratory syndrome coronavirus genomes in Taiwan: molecular epidemiology and genome evolution	2020-01-27
TW11	Severe acute respiratory syndrome-related coronavirus		AY502924	29727	2003-XX-XX			Human		Taiwan	china	genomic RNA	TW11__AY502924	https://www.ncbi.nlm.nih.gov/nuccore/AY502924	Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S. and Chen,P.J.	Characterization of severe acute respiratory syndrome coronavirus genomes in Taiwan: molecular epidemiology and genome evolution	2020-01-27
TW2	Severe acute respiratory syndrome-related coronavirus		AY502925	29729	2003-XX-XX			Human		Taiwan	china	genomic RNA	TW2__AY502925	https://www.ncbi.nlm.nih.gov/nuccore/AY502925	Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S. and Chen,P.J.	Characterization of severe acute respiratory syndrome coronavirus genomes in Taiwan: molecular epidemiology and genome evolution	2020-01-27
TW3	Severe acute respiratory syndrome-related coronavirus		AY502926	29729	2003-XX-XX			Human		Taiwan	china	genomic RNA	TW3__AY502926	https://www.ncbi.nlm.nih.gov/nuccore/AY502926	Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S. and Chen,P.J.	Characterization of severe acute respiratory syndrome coronavirus genomes in Taiwan: molecular epidemiology and genome evolution	2020-01-27
TW4	Severe acute respiratory syndrome-related coronavirus		AY502927	29729	2003-XX-XX			Human		Taiwan	china	genomic RNA	TW4__AY502927	https://www.ncbi.nlm.nih.gov/nuccore/AY502927	Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S. and Chen,P.J.	Characterization of severe acute respiratory syndrome coronavirus genomes in Taiwan: molecular epidemiology and genome evolution	2020-01-27
TW5	Severe acute respiratory syndrome-related coronavirus		AY502928	29729	2003-XX-XX			Human		Taiwan	china	genomic RNA	TW5__AY502928	https://www.ncbi.nlm.nih.gov/nuccore/AY502928	Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S. and Chen,P.J.	Characterization of severe acute respiratory syndrome coronavirus genomes in Taiwan: molecular epidemiology and genome evolution	2020-01-27
TW6	Severe acute respiratory syndrome-related coronavirus		AY502929	29729	2003-XX-XX			Human		Taiwan	china	genomic RNA	TW6__AY502929	https://www.ncbi.nlm.nih.gov/nuccore/AY502929	Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S. and Chen,P.J.	Characterization of severe acute respiratory syndrome coronavirus genomes in Taiwan: molecular epidemiology and genome evolution	2020-01-27
TW7	Severe acute respiratory syndrome-related coronavirus		AY502930	29729	2003-XX-XX			Human		Taiwan	china	genomic RNA	TW7__AY502930	https://www.ncbi.nlm.nih.gov/nuccore/AY502930	Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S. and Chen,P.J.	Characterization of severe acute respiratory syndrome coronavirus genomes in Taiwan: molecular epidemiology and genome evolution	2020-01-27
TW8	Severe acute respiratory syndrome-related coronavirus		AY502931	29729	2003-XX-XX			Human		Taiwan	china	genomic RNA	TW8__AY502931	https://www.ncbi.nlm.nih.gov/nuccore/AY502931	Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S. and Chen,P.J.	Characterization of severe acute respiratory syndrome coronavirus genomes in Taiwan: molecular epidemiology and genome evolution	2020-01-27
TW9	Severe acute respiratory syndrome-related coronavirus		AY502932	29729	2003-XX-XX			Human		Taiwan	china	genomic RNA	TW9__AY502932	https://www.ncbi.nlm.nih.gov/nuccore/AY502932	Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S. and Chen,P.J.	Characterization of severe acute respiratory syndrome coronavirus genomes in Taiwan: molecular epidemiology and genome evolution	2020-01-27
TWC	Severe acute respiratory syndrome-related coronavirus		AY321118	29725	20XX-XX-XX							genomic RNA	TWC__AY321118	https://www.ncbi.nlm.nih.gov/nuccore/AY321118	Yang,J.Y., Lin,J.H., Chiu,S.C., Wang,S.F., Lee,S.C., Lin,Y.C., Hsu,C.K., Chen,H.Y., Chang,J.G., Chen,P.J. and Su,I.J.	Genomic sequence of SARS isolate from the first fatal case in Taiwan	2020-01-27
TWC2	Severe acute respiratory syndrome-related coronavirus		AY362698	29727	20XX-XX-XX							genomic RNA	TWC2__AY362698	https://www.ncbi.nlm.nih.gov/nuccore/AY362698	Yang,J.-Y., Lin,J.-h., Chiu,S.-C., Wang,S.-F., Lee,H.-C., Lin,Y.-C., Yao,C.-W., Chiueh,T.-S., Lu,J.-J., Chen,A., Hsu,C.-K., Chen,H.-Y., Chen,P.-J. and Su,I.-J.	Whole genomic sequence of a SARS virus isolated from a SARS patient in Hoping Hospital in Taiwan	2020-01-27
TWC3	Severe acute respiratory syndrome-related coronavirus		AY362699	29727	20XX-XX-XX							genomic RNA	TWC3__AY362699	https://www.ncbi.nlm.nih.gov/nuccore/AY362699	Yang,J.-Y., Lin,J.-h., Chiu,S.-C., Wang,S.-F., Lee,H.-C., Lin,Y.-C., Hsu,C.-K., Chen,H.-Y., Chen,P.-J. and Su,I.-J.	Completed and direct sequence of throat swab sample taken from the first index case in Hoping hospital outbreak	2020-01-27
TWH	Severe acute respiratory syndrome-related coronavirus		AP006557	29727	20XX-XX-XX			Human				genomic RNA	TWH__AP006557	https://www.ncbi.nlm.nih.gov/nuccore/AP006557	Shu,H.Y., Wu,K.M. and Tsai,S.F.	The complete genome of SARS coronavirus TWH	2020-01-27
TWJ	Severe acute respiratory syndrome-related coronavirus		AP006558	29725	20XX-XX-XX			Human				genomic RNA	TWJ__AP006558	https://www.ncbi.nlm.nih.gov/nuccore/AP006558	Shu,H.Y., Wu,K.M. and Tsai,S.F.	The complete genome of SARS coronavirus TWJ	2020-01-27
TWK	Severe acute respiratory syndrome-related coronavirus		AP006559	29727	20XX-XX-XX			Human				genomic RNA	TWK__AP006559	https://www.ncbi.nlm.nih.gov/nuccore/AP006559	Shu,H.Y., Wu,K.M. and Tsai,S.F.	The complete genome of SARS coronavirus TWK	2020-01-27
TWS	Severe acute respiratory syndrome-related coronavirus		AP006560	29727	20XX-XX-XX			Human				genomic RNA	TWS__AP006560	https://www.ncbi.nlm.nih.gov/nuccore/AP006560	Shu,H.Y., Wu,K.M. and Tsai,S.F.	The complete genome of SARS coronavirus TWS	2020-01-27
TWY	Severe acute respiratory syndrome-related coronavirus		AP006561	29727	20XX-XX-XX			Human				genomic RNA	TWY__AP006561	https://www.ncbi.nlm.nih.gov/nuccore/AP006561	Shu,H.Y., Wu,K.M. and Tsai,S.F.	The complete genome of SARS coronavirus TWY	2020-01-27
WH20	Severe acute respiratory syndrome-related coronavirus		AY772062	29461	20XX-XX-XX							genomic RNA	WH20__AY772062	https://www.ncbi.nlm.nih.gov/nuccore/AY772062	Lu,B., Tao,L., Wang,T., Zheng,Z., Li,B., Chen,Z., Huang,Y., Hu,Q. and Wang,H.	Humoral and cellular immune responses induced by 3a DNA vaccines against severe acute respiratory syndrome (SARS) or SARS-like coronavirus in mice	2020-01-27
WHU	Severe acute respiratory syndrome-related coronavirus		AY394850	29728	2003-XX-XX			Human				genomic RNA	WHU__AY394850	https://www.ncbi.nlm.nih.gov/nuccore/AY394850	Yan,H., Xiao,G., Zhang,J., Hu,Y., Yuan,F., Cole,D.K., Zheng,C. and Gao,G.F.	SARS coronavirus induces apoptosis in Vero E6 cells	2020-01-27
ZJ01	Severe acute respiratory syndrome-related coronavirus		AY297028	29715	20XX-XX-XX							genomic RNA	ZJ01__AY297028	https://www.ncbi.nlm.nih.gov/nuccore/AY297028	Li,L., Chen,S., Lu,Y., Zhang,M., Weng,J., Bo,X., Yan,J., Ding,Y., Zhang,Y., Fan,Y., Cheng,S., Sun,O., Mei,L., Li,L., Yao,J., Wang,Z., Wu,N., Wo,J. and Wang,S.	SARS coronavirus ZJ01 isolate genome sequence	2020-01-27
ZJ02	Severe acute respiratory syndrome-related coronavirus		EU371559	29731	2003-XX-XX							genomic RNA	ZJ02__EU371559	https://www.ncbi.nlm.nih.gov/nuccore/EU371559	Lu,Y.Y., Yan,J.Y., Wang,Z.G., Li,L.J., Cong,L.M., Cheng,S.Y. and Zhang,Y.J.	Direct Submission	2020-01-27
ZJ0301	Severe acute respiratory syndrome-related coronavirus		DQ182595	29706	2003-04-21			Human		China	china	genomic RNA	ZJ0301__DQ182595	https://www.ncbi.nlm.nih.gov/nuccore/DQ182595	Li,L., Wang,Z., Lu,Y., Bao,Q., Chen,S., Wu,N., Cheng,S., Weng,J., Zhang,Y., Yan,J., Mei,L., Wang,X., Zhu,H., Yu,Y., Zhang,M., Li,M., Yao,J., Lu,Q., Yao,P., Bo,X., Wo,J., Wang,S. and Hu,S.	Severe acute respiratory syndrome-associated coronavirus genotype and its characterization	2020-01-27
ZMY 1	Severe acute respiratory syndrome-related coronavirus		AY351680	29749	20XX-XX-XX							genomic RNA	ZMY1__AY351680	https://www.ncbi.nlm.nih.gov/nuccore/AY351680	Zeng,Q., Zhou,R., Bai,P., Xia,H., Zhang,Y., Zhu,B., He,D., Huang,Q., Song,L., Xia,F., Su,X., Yu,M., Tan,Y., Wu,W., Xu,J., Du,L. and Zhong,N.	Direct Submission	2020-01-27
ZS-A	Severe acute respiratory syndrome-related coronavirus		AY394997	29683	20XX-XX-XX							genomic RNA	ZS-A__AY394997	https://www.ncbi.nlm.nih.gov/nuccore/AY394997		From independent foci of epidemic outbreak to large genomic alteration in late phase viruses: evolution of the SARS-coronavirus	2020-01-27
ZS-B	Severe acute respiratory syndrome-related coronavirus		AY394996	29683	20XX-XX-XX							genomic RNA	ZS-B__AY394996	https://www.ncbi.nlm.nih.gov/nuccore/AY394996		From independent foci of epidemic outbreak to large genomic alteration in late phase viruses: evolution of the SARS-coronavirus	2020-01-27
ZS-C	Severe acute respiratory syndrome-related coronavirus		AY395003	29647	2003-XX-XX			Human				genomic RNA	ZS-C__AY395003	https://www.ncbi.nlm.nih.gov/nuccore/AY395003		From independent foci of epidemic outbreak to large genomic alteration in late phase viruses: evolution of the SARS-coronavirus	2020-01-27
As6526	Severe acute respiratory syndrome-related coronavirus		KY417142	29725	2014-05-12			Bat	Aselliscus stoliczkanus	China	china	genomic RNA	As6526__KY417142	https://www.ncbi.nlm.nih.gov/nuccore/KY417142	Hu,B., Zeng,L.P., Yang,X.L., Ge,X.Y., Zhang,W., Li,B., Xie,J.Z., Shen,X.R., Zhang,Y.Z., Wang,N., Luo,D.S., Zheng,X.S., Wang,M.N., Daszak,P., Wang,L.F., Cui,J. and Shi,Z.L.	Discovery of a rich gene pool of bat SARS-related coronaviruses provides new insights into the origin of SARS coronavirus	2020-01-27
bat-SL-CoVZC45	Severe acute respiratory syndrome-related coronavirus		MG772933	29802	2017-02-XX			Bat	Rhinolophus sinicus	China	china	genomic RNA	bat-SL-CoVZC45__MG772933	https://www.ncbi.nlm.nih.gov/nuccore/MG772933	Hu,D.	Genomic Characterization and Infectivity of A Novel SARS-like coronavirus in Chinese Bats	2020-01-27
bat-SL-CoVZXC21	Severe acute respiratory syndrome-related coronavirus		MG772934	29732	2015-07-XX			Bat	Rhinolophus sinicus	China	china	genomic RNA	bat-SL-CoVZXC21__MG772934	https://www.ncbi.nlm.nih.gov/nuccore/MG772934	Hu,D.	Genomic Characterization and Infectivity of A Novel SARS-like coronavirus in Chinese Bats	2020-01-27
Rf4092	Severe acute respiratory syndrome-related coronavirus		KY417145	29710	2012-09-18			Bat	Rhinilophus ferrumequinum	China	china	genomic RNA	Rf4092__KY417145	https://www.ncbi.nlm.nih.gov/nuccore/KY417145	Hu,B., Zeng,L.P., Yang,X.L., Ge,X.Y., Zhang,W., Li,B., Xie,J.Z., Shen,X.R., Zhang,Y.Z., Wang,N., Luo,D.S., Zheng,X.S., Wang,M.N., Daszak,P., Wang,L.F., Cui,J. and Shi,Z.L.	Discovery of a rich gene pool of bat SARS-related coronaviruses provides new insights into the origin of SARS coronavirus	2020-01-27
Rs4081	Severe acute respiratory syndrome-related coronavirus		KY417143	29741	2012-09-18			Bat	Rhinolophus sinicus	China	china	genomic RNA	Rs4081__KY417143	https://www.ncbi.nlm.nih.gov/nuccore/KY417143	Hu,B., Zeng,L.P., Yang,X.L., Ge,X.Y., Zhang,W., Li,B., Xie,J.Z., Shen,X.R., Zhang,Y.Z., Wang,N., Luo,D.S., Zheng,X.S., Wang,M.N., Daszak,P., Wang,L.F., Cui,J. and Shi,Z.L.	Discovery of a rich gene pool of bat SARS-related coronaviruses provides new insights into the origin of SARS coronavirus	2020-01-27
Rs4084	Severe acute respiratory syndrome-related coronavirus		KY417144	29770	2012-09-18			Bat	Rhinolophus sinicus	China	china	genomic RNA	Rs4084__KY417144	https://www.ncbi.nlm.nih.gov/nuccore/KY417144	Hu,B., Zeng,L.P., Yang,X.L., Ge,X.Y., Zhang,W., Li,B., Xie,J.Z., Shen,X.R., Zhang,Y.Z., Wang,N., Luo,D.S., Zheng,X.S., Wang,M.N., Daszak,P., Wang,L.F., Cui,J. and Shi,Z.L.	Discovery of a rich gene pool of bat SARS-related coronaviruses provides new insights into the origin of SARS coronavirus	2020-01-27
Rs4231	Severe acute respiratory syndrome-related coronavirus		KY417146	29782	2013-04-17			Bat	Rhinolophus sinicus	China	china	genomic RNA	Rs4231__KY417146	https://www.ncbi.nlm.nih.gov/nuccore/KY417146	Hu,B., Zeng,L.P., Yang,X.L., Ge,X.Y., Zhang,W., Li,B., Xie,J.Z., Shen,X.R., Zhang,Y.Z., Wang,N., Luo,D.S., Zheng,X.S., Wang,M.N., Daszak,P., Wang,L.F., Cui,J. and Shi,Z.L.	Discovery of a rich gene pool of bat SARS-related coronaviruses provides new insights into the origin of SARS coronavirus	2020-01-27
